condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c3,NOP(=O)(c1ccccc1)c1ccccc1.OB1c2ccccc2Oc2ccccc21>>NOB1c2ccccc2Oc2ccccc21,NOB1c2ccccc2Oc2ccccc21,[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.[OH:3][B:2]3[c:4]4[c:9]([O:10][c:11]5[c:16]3[cH:15][cH:14][cH:13][cH:12]5)[cH:8][cH:7][cH:6][cH:5]4>>[NH2:1][O:3][B:2]6[c:4]7[c:9]([O:10][c:11]8[c:16]6[cH:15][cH:14][cH:13][cH:12]8)[cH:8][cH:7][cH:6][cH:5]7,"[['O:2 - P:18'], ['B:3 - O:31']]",[['B:3 - O:2']],[],[],"[(0, '[#8:1][#5:2][#6]', 'B:3 - O:2', 'B', 'SINGLE', 'O')]",[],[]
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ncc2[nH]cnc2n1>>Nn1c[n+](N)c2ncncc21,Nn1c[n+](N)c2ncncc21,[NH2:1][O:12][P:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)=[O:26].[NH2:11][O:27][P:28]([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)([c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1)=[O:41].[n:2]1[c:3]2[n:4][cH:5][nH:6][c:7]2[cH:8][n:9][cH:10]1>>[NH2:1][n+:4]1[c:3]2[n:2][cH:10][n:9][cH:8][c:7]2[n:6]([NH2:11])[cH:5]1,"[['N:1 - O:12'], ['N:11 - O:27'], ['N:6 - H']]","[['N:1 - N:4', 'N:6 - N:11']]",[],"[(2, 'c12nc[n:2]c1cncn2', 'N:6 - H', 'N', 'SINGLE', 'H', '[c]1([n][c][n]2)[c]2[c][n][c][n]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:6 - N:11', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:12', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:27', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:4', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:6 - N:11', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c3,Cn1cnc(N)c2ncnc1-2.NOP(=O)(c1ccccc1)c1ccccc1>>Cn1cnc(N)c2[n+](N)cnc1-2,Cn1cnc(N)c2[n+](N)cnc1-2,[CH3:1][n:2]1[cH:3][n:4][c:5]([NH2:6])[c:7]2[n:8][cH:10][n:11][c:12]1-2.[NH2:9][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][n:2]1[cH:3][n:4][c:5]([NH2:6])[c:7]2[n+:8]([NH2:9])[cH:10][n:11][c:12]1-2,"[None, ['N:9 - O:15']]",[['N:8 - N:9']],[],[],[],"[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:9 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:8 - N:9', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=[PH](c1cccc2ccccc12)c1cccc2ccccc12>>NP(=O)(c1cccc2ccccc12)c1cccc2ccccc12,NP(=O)(c1cccc2ccccc12)c1cccc2ccccc12,[NH2:1][O:26][P:25](=[O:24])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[PH:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12)[c:14]1[cH:15][cH:16][cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12>>[NH2:1][P:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12)[c:14]1[cH:15][cH:16][cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12,"[['N:1 - O:26'], ['P:2 - H']]",[['N:1 - P:2']],[],"[(1, '[#8]=[#15:2]([#6])[#6]', 'P:2 - H', 'P', 'SINGLE', 'H', '[#8]=[#15]([#6])[#6]', '[H]')]","[(0, '[#8]=[#15:1]([#7:2])([#6])[#6]', 'N:1 - P:2', 'N', 'SINGLE', 'P')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:26', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#8]=[#15]([#6])([#6])-[#7]', 'N:1 - P:2', 'P', 'SINGLE', 'N', '[#8]=[#15]([#6])[#6]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCC2(CC1)COC2>>O=C1CCC2(CCN1)COC2,O=C1CCC2(CCN1)COC2,[NH2:8][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([CH2:6][CH2:7]1)[CH2:9][O:10][CH2:11]2>>[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([CH2:6][CH2:7][NH:8]1)[CH2:9][O:10][CH2:11]2,"[['N:8 - O:14', 'N:8 - H'], ['C:2 - C:7']]","[['C:7 - N:8', 'C:2 - N:8']]",[],"[(0, '[#7:2]', 'N:8 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6]1[#6][#6:1][#6:2][#6][#6]12[#6][#8][#6]2', 'C:2 - C:7', 'C', 'SINGLE', 'C')]","[(0, '[#7&X3&H1:1]([#6:2])[#6]', 'C:7 - N:8', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:8', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:8 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6](=[#8])-[#6]', 'C:2 - C:7', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:7 - N:8', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:2 - N:8', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2c3ccccc3nc3ccccc23)cc1>>c1ccc(-c2nn(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2nn(-c3ccccc3)c3ccccc23)cc1,[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.[c:5]3([c:6]([c:7]4[cH:19][cH:18][cH:17][cH:16][c:8]4[n:9]5)[c:15]6[c:10]5[cH:11][cH:12][cH:13][cH:14]6)[cH:20][cH:21][cH:2][cH:3][cH:4]3>>[c:5]7([c:6]([n:1][n:9]8[c:10]9[cH:15][cH:14][cH:13][cH:12][cH:11]9)[c:7]%10[c:8]8[cH:16][cH:17][cH:18][cH:19]%10)[cH:20][cH:21][cH:2][cH:3][cH:4]7,"[['N:6 - H', 'C:13 aromatic C:31', 'C:9 aromatic C:31', 'N:6 - O:24'], ['C:5 aromatic C:35', 'C:8 aromatic C:34', 'C:8 aromatic C:35']]","[['C:8 aromatic C:9', 'N:6 aromatic N:7', 'C:8 aromatic C:13', 'C:5 aromatic N:6']]",['C:8 aromatic N:7 -> C:8 - N:7'],[],"[(0, '[#6]1[#7][#7:1][#6:2][#6]1', 'C:8 aromatic C:9', 'C', 'AROMATIC', 'C'), (0, '[#6:2]1[#7][#7][#6][#6:1]1', 'N:6 aromatic N:7', 'N', 'AROMATIC', 'N')]",[],[]
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1C(N2CCOCC2)=CCCN1c1ccc(I)cc1>>N[N+]1(c2ccc(I)cc2)CCC=C(N2CCOCC2)C1=O,N[N+]1(c2ccc(I)cc2)CCC=C(N2CCOCC2)C1=O,[NH2:1][O:24][P:23](=[O:22])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1.[N:2]1([c:3]2[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]2)[CH2:10][CH2:11][CH:12]=[C:13]([N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[C:20]1=[O:21]>>[NH2:1][N+:2]1([c:3]2[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]2)[CH2:10][CH2:11][CH:12]=[C:13]([N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[C:20]1=[O:21],"[['N:1 - O:24'], None]",[['N:1 - N:2']],[],[],"[(0, '[#6&X3](=[#8])[#7;H1,H0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:24', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1=[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1=[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2c(c1)Sc1ccccc1S2>>N=S1c2ccccc2Sc2ccccc21,N=S1c2ccccc2Sc2ccccc21,[NH2:1][O:18][P:17](=[O:16])([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[S:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21>>[NH:1]=[S:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,"[['N:1 - O:18', 'N:1 - H'], None]",[['N:1 = S:2']],[],"[(0, '[#7:2]', 'N:1 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:1 = S:2', 'N', 'DOUBLE', 'S')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:18', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#16]1([#6][#6][#16][#6][#6]1)=[#7]', 'N:1 = S:2', 'S', 'DOUBLE', 'N', '[#16]1[#6][#6][#16][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2c(c1)Oc1ccccc1S2>>N=S1c2ccccc2Oc2ccccc21,N=S1c2ccccc2Oc2ccccc21,[NH2:1][O:18][P:17](=[O:16])([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[S:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[O:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21>>[NH:1]=[S:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[O:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,"[['N:1 - O:18', 'N:1 - H'], None]",[['N:1 = S:2']],[],"[(0, '[#7:2]', 'N:1 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:1 = S:2', 'N', 'DOUBLE', 'S')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:18', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c1ccc2c(c1)Oc1ccccc1S2=[#7]', 'N:1 = S:2', 'S', 'DOUBLE', 'N', '[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O/N=C/c1ccncc1>>N[n+]1ccc(/C=N/O)cc1,N[n+]1ccc(/C=N/O)cc1,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][c:5](/[CH:6]=[N:7]/[OH:8])[cH:9][cH:10]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5](/[CH:6]=[N:7]/[OH:8])[cH:9][cH:10]1,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C(O)C=Cc1ccncc1>>N[n+]1ccc(C=CC(=O)O)cc1,N[n+]1ccc(C=CC(=O)O)cc1,[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[n:2]1[cH:3][cH:4][c:5]([CH:6]=[CH:7][C:8](=[O:9])[OH:10])[cH:11][cH:12]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]([CH:6]=[CH:7][C:8](=[O:9])[OH:10])[cH:11][cH:12]1,"[['N:1 - O:15'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,CN(C)c1ccccc1.NOP(=O)(c1ccccc1)c1ccccc1>>CN(C)c1ccccc1N,CN(C)c1ccccc1N,[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[NH2:10][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[NH2:10],"[['C:9 - H'], ['N:10 - O:13']]",[['C:9 - N:10']],[],"[(0, 'c1ccc[c:2]c1[#7&!a;X4&H1&+,X4&H2&+,X4&H3&+,X3&H1&+0,X3&H0&+0,X3&H2&+0;!$([#7][!#6])]', 'C:9 - H', 'C', 'SINGLE', 'H', '[c]1[c][c][c][c][c]1[#7;!a;X4H+,X4H2+,X4H3+,X3H+0,X3H0+0,X3H2+0;!$([#7][!#6])]', '[H]')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:9 - N:10', 'C', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c1(ccccc1[#7&!a;X4&H1&+,X4&H2&+,X4&H3&+,X3&H1&+0,X3&H0&+0,X3&H2&+0;!$([#7][!#6])])-[#7]', 'C:9 - N:10', 'C', 'SINGLE', 'N', '[c]1[c][c][c][c][c]1[#7;!a;X4H+,X4H2+,X4H3+,X3H+0,X3H0+0,X3H2+0;!$([#7][!#6])]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2ccccn2)cc1>>N[n+]1ccccc1-c1ccccc1,N[n+]1ccccc1-c1ccccc1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[n:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,"[['N:1 - O:16'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21>>NOC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc2C1=O,NOC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc2C1=O,[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.[OH:3][C:2]3=[C:4]([C:18]([c:20]4[c:25]([C:26]3=[O:27])[cH:24][cH:23][cH:22][cH:21]4)=[O:19])[C@H:5]5[CH2:6][CH2:7][C@@H:8]([CH2:16][CH2:17]5)[c:9]6[cH:15][cH:14][c:12]([Cl:13])[cH:11][cH:10]6>>[NH2:1][O:3][C:2]7=[C:4]([C:18]([c:20]8[c:25]([C:26]7=[O:27])[cH:24][cH:23][cH:22][cH:21]8)=[O:19])[C@H:5]9[CH2:6][CH2:7][C@@H:8]([CH2:16][CH2:17]9)[c:9]%10[cH:15][cH:14][c:12]([Cl:13])[cH:11][cH:10]%10,"[['O:2 - P:29'], ['C:3 - O:42']]",[['C:3 - O:2']],[],[],[],[],[]
c3,NOP(=O)(c1ccccc1)c1ccccc1.OB(O)c1ccc2ncccc2c1>>N[n+]1cccc2cc(B(O)O)ccc21,N[n+]1cccc2cc(B(O)O)ccc21,[NH2:1][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]([B:9]([OH:10])[OH:11])[cH:12][cH:13][c:14]12>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]([B:9]([OH:10])[OH:11])[cH:12][cH:13][c:14]12,"[['N:1 - O:17'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c3,Cc1ccc(-c2cn3cc(C)ccc3n2)cc1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1ccc(-c2cn3cc(C)ccc3[n+]2N)cc1,Cc1ccc(-c2cn3cc(C)ccc3[n+]2N)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][n:8]3[cH:9][c:10]([CH3:11])[cH:12][cH:13][c:14]3[n:15]2)[cH:17][cH:18]1.[NH2:16][O:21][P:20](=[O:19])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][n:8]3[cH:9][c:10]([CH3:11])[cH:12][cH:13][c:14]3[n+:15]2[NH2:16])[cH:17][cH:18]1,"[None, ['N:16 - O:21']]",[['N:15 - N:16']],[],[],[],"[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:16 - O:21', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:15 - N:16', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1cncc(B2OCCCO2)c1>>N[n+]1ccccc1,N[n+]1ccccc1,[NH2:1][O:10][P:9](=[O:8])([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[n:2]1[cH:3][c:4]([B:26]2[O:25][CH2:24][CH2:23][CH2:28][O:27]2)[cH:5][cH:6][cH:7]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,"[['N:1 - O:10'], ['B:26 - C:4']]","[['N:1 - N:2', 'C:4 - H']]",[],"[(1, '[#8][#5:1][#6:2]', 'B:26 - C:4', 'B', 'SINGLE', 'C')]","[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N'), (0, 'N[n&+]1c[c:2]ccc1', 'C:4 - H', 'C', 'SINGLE', 'H', 'N[n+]1ccccc1', '[H]')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:10', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, 'c1(cnccc1)-[#5]1[#8][#6][#6][#6][#8]1', 'B:26 - C:4', 'C', 'SINGLE', 'B', '[c]1[c][n][c][c][c]1', '[#6]1[#6][#6][#8][#5][#8]1')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,COc1ccc(-c2cc3ccc(OC)cc3s2)cc1.NOP(=O)(c1ccccc1)c1ccccc1>>COc1ccc(C2=Cc3ccc(OC)cc3S2=O)cc1,COc1ccc(C2=Cc3ccc(OC)cc3S2=O)cc1,[H][O:20][H].[CH3:1][O:2][c:3]1[cH:19][cH:18][c:6]([c:7]([cH:8]2)[s:17][c:16]3[c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15]3)[cH:5][cH:4]1.NOP(c4ccccc4)(c5ccccc5)=O>>[CH3:1][O:2][c:3]6[cH:19][cH:18][c:6]([C:7]7=[CH:8][c:9]8[c:16]([S:17]7=[O:20])[cH:15][c:12]([O:13][CH3:14])[cH:11][cH:10]8)[cH:5][cH:4]6,"[None, ['O:18 - P:22', 'N:21 - O:18']]",[['O:18 = S:17']],"['C:16 aromatic S:17 -> C:16 - S:17', 'C:8 aromatic C:9 -> C:8 - C:9', 'C:7 aromatic C:8 -> C:7 = C:8', 'C:7 aromatic S:17 -> C:7 - S:17']",[],[],[],[]
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2nccs2)cc1>>N[n+]1ccsc1-c1ccccc1,N[n+]1ccsc1-c1ccccc1,[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[n:2]1[cH:3][cH:4][s:5][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[NH2:1][n+:2]1[cH:3][cH:4][s:5][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,"[['N:1 - O:15'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#7]([#6][#6][#16]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#7][#6][#6][#16]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=[PH](c1ccc2ccccc2c1)c1ccc2ccccc2c1>>NP(=O)(c1ccc2ccccc2c1)c1ccc2ccccc2c1,NP(=O)(c1ccc2ccccc2c1)c1ccc2ccccc2c1,[NH2:1][O:26][P:25](=[O:24])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[PH:2](=[O:3])([c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1)[c:14]1[cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[cH:23]1>>[NH2:1][P:2](=[O:3])([c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1)[c:14]1[cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[cH:23]1,"[['N:1 - O:26'], ['P:2 - H']]",[['N:1 - P:2']],[],"[(1, '[#8]=[#15:2]([#6])[#6]', 'P:2 - H', 'P', 'SINGLE', 'H', '[#8]=[#15]([#6])[#6]', '[H]')]","[(0, '[#8]=[#15:1]([#7:2])([#6])[#6]', 'N:1 - P:2', 'N', 'SINGLE', 'P')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:26', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#8]=[#15]([#6])([#6])-[#7]', 'N:1 - P:2', 'P', 'SINGLE', 'N', '[#8]=[#15]([#6])[#6]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCc2c1cccc2C(F)(F)F>>O/N=C1/CCc2c1cccc2C(F)(F)F,O/N=C1/CCc2c1cccc2C(F)(F)F,[H][O:15][H].[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.O=[C:2]3[CH2:3][CH2:4][c:5]4[c:10]([C:11]([F:13])([F:14])[F:12])[cH:9][cH:8][cH:7][c:6]43>>[OH:15]/[N:1]=[C:2]5[CH2:3][CH2:4][c:5]6[c:10]([C:11]([F:13])([F:14])[F:12])[cH:9][cH:8][cH:7][c:6]6/5,"[['O:1 - P:17', 'N:2 - H'], ['C:3 = O:30']]","[['C:3 = N:2', 'O:1 - H']]",[],[],"[(0, '[#6:1]1[#6:2][#6][#6][#6]1', 'C:3 = N:2', 'C', 'DOUBLE', 'N'), (0, '[#7:2][#8&X2&H1]', 'O:1 - H', 'O', 'SINGLE', 'H', '[#7][#8X2H]', '[H]')]",[],[]
