SMILES	CANSMILES	price(100mg)	source
BrC1=CC(C2=C3C(OC4=CC=CC=C34)=CC=C2)=CC=C1	Brc1cccc(-c2cccc3oc4ccccc4c23)c1	14.7	有机化学清单
BrC1=CC(C2=CC=C3C=CC=CC3=C2)=CC=C1	Brc1cccc(-c2ccc3ccccc3c2)c1	3.5	有机化学清单
BrC1=CC(C2=CC=CN=C2)=CC=C1	Brc1cccc(-c2cccnc2)c1	12	有机化学清单
BrC1=CC(C2=NC(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2)=CC=C1	Brc1cccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c1	7.2	有机化学清单
BrC1=CC(C2=NC3=CC=CC=C3S2)=CC=C1	Brc1cccc(-c2nc3ccccc3s2)c1	8	有机化学清单
BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1	Brc1ccnc(-c2cc(Br)ccn2)c1	5.6	有机化学清单
BrC1=CC(C2=NN=NN2)=CC=C1	Brc1cccc(-c2nnn[nH]2)c1	18.3	有机化学清单
BrC1=CC(C2=NNC=C2)=CC=C1	Brc1cccc(-c2cc[nH]n2)c1	15.2	有机化学清单
BrC1=CC(C2OCCO2)=CC=C1	Brc1cccc(C2OCCO2)c1	3	有机化学清单
BrC1=CC(C=C)=CC=C1	C=Cc1cccc(Br)c1	2.4	有机化学清单
BrC1=CC(CCCO)=CC=C1	OCCCc1cccc(Br)c1	47.4	现货目录
BrC1=CC(CCO)=CC=C1	OCCc1cccc(Br)c1	2.2	现货目录
BrC1=CC(CO)=C(OC)C=C1	COc1ccc(Br)cc1CO	2.5	现货目录
BrC1=CC(CO)=CC(CO)=C1	OCc1cc(Br)cc(CO)c1	18.1	现货目录
BrC1=CC(Cl)=C(C(O)=O)C=C1	O=C(O)c1ccc(Br)cc1Cl	1.7	现货目录
BrC1=CC(F)=C(CO)N=C1	OCc1ncc(Br)cc1F	23.3	现货目录
BrC1=CC(F)=C(N)C([N+]([O-])=O)=C1	Nc1c(F)cc(Br)cc1[N+](=O)[O-]	1.9	现货目录
BrC1=CC(I)=C(N)C=C1	Nc1ccc(Br)cc1I	1.6	现货目录
BrC1=CC(I)=C(N)N=C1C	Cc1nc(N)c(I)cc1Br	40.9	现货目录
BrC1=CC(N(C2=CC=C(C3=CC=CC=C3)C=C2)C4=C5C=CC=C4)=C5C=C1	Brc1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1	5.4	有机化学清单
BrC1=CC(N(C2=CC=CC=C2)C3=C4C=C(C5=CC=CC=C5)C=C3)=C4C=C1	Brc1ccc2c3cc(-c4ccccc4)ccc3n(-c3ccccc3)c2c1	24.4	有机化学清单
BrC1=CC(N(C2=CC=CC=C2)C3=C4C=CC=C3)=C4C=C1	Brc1ccc2c3ccccc3n(-c3ccccc3)c2c1	12	有机化学清单
BrC1=CC(N)=C(C(O)=O)C=C1	Nc1cc(Br)ccc1C(=O)O	1.6	现货目录
BrC1=CC(N)=C(O)C=C1	Nc1cc(Br)ccc1O	2	现货目录
BrC1=CC(N)=CC(C(O)=O)=C1	Nc1cc(Br)cc(C(=O)O)c1	2.2	现货目录
BrC1=CC(N)=NC=C1	Nc1cc(Br)ccn1	1.6	现货目录
BrC1=CC(N2C3=CC=CC=C3N=C2)=CC=C1	Brc1cccc(-n2cnc3ccccc32)c1	12.3	有机化学清单
BrC1=CC(N2CCCC2)=CC=C1	Brc1cccc(N2CCCC2)c1	10.8	有机化学清单
BrC1=CC(N=C=S)=CC=C1	S=C=Nc1cccc(Br)c1	13.8	有机化学清单
BrC1=CC(NC(OCC2=CC=CC=C2)=O)=CC([N+]([O-])=O)=C1	O=C(Nc1cc(Br)cc([N+](=O)[O-])c1)OCc1ccccc1	82.9	现货目录
BrC1=CC(NC)=CC=C1.Cl	CNc1cccc(Br)c1.Cl	3.9	现货目录
BrC1=CC(O)=C(F)N=C1	Oc1cc(Br)cnc1F	3.5	现货目录
BrC1=CC(O)=C(N)C=C1	Nc1ccc(Br)cc1O	2.3	现货目录
BrC1=CC(OC(F)(F)F)=C(CO)C=C1	OCc1ccc(Br)cc1OC(F)(F)F	7.2	现货目录
BrC1=CC(OC(F)(F)F)=C(N)C=C1	Nc1ccc(Br)cc1OC(F)(F)F	1.6	现货目录
BrC1=CC(OC2=CC3=C(C=C2)C4=C(C=CC=C4)N3)=CC=C1	Brc1cccc(Oc2ccc3c(c2)[nH]c2ccccc23)c1	28.6	有机化学清单
BrC1=CC([C@H](N)C)=CC=C1.Cl	C[C@@H](N)c1cccc(Br)c1.Cl	12.7	现货目录
BrC1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1	O=[N+]([O-])c1cc(Br)cc([N+](=O)[O-])c1	8.8	有机化学清单
BrC1=CC2=C(C(C(O)=O)=CN2)C=C1	O=C(O)c1c[nH]c2cc(Br)ccc12	4.2	现货目录
BrC1=CC2=C(C=C1)C(=CN2)C#N	N#Cc1c[nH]c2cc(Br)ccc12	26	有机化学清单
BrC1=CC2=C(C=C1)C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=C2C=CC=C5	Brc1ccc2c(c1)-c1ccccc1C2(c1ccccc1)c1ccccc1	11.6	有机化学清单
BrC1=CC2=C(C=C1)C1=CC=CC=C1N2	Brc1ccc2c(c1)[nH]c1ccccc12	8	有机化学清单
BrC1=CC2=C(C=C1)C3=C(C=C(Br)C=C3)N2	Brc1ccc2c(c1)[nH]c1cc(Br)ccc12	7.2	有机化学清单
BrC1=CC2=C(C=C1)C3=C(C=CC4=CC=CC=C43)N2	Brc1ccc2c(c1)[nH]c1ccc3ccccc3c12	8.8	有机化学清单
BrC1=CC2=C(C=C1)C=NN2C3CCCCO3	Brc1ccc2cnn(C3CCCCO3)c2c1	22.4	有机化学清单
BrC1=CC2=C(C=C1)CCNC2.[H]Cl	Brc1ccc2c(c1)CNCC2.Cl	2.6	有机化学清单
BrC1=CC2=C(C=C1)N(C3=CC(C4=CC=CC=C4)=CC=C3)C5=C2C=CC=C5	Brc1ccc2c(c1)c1ccccc1n2-c1cccc(-c2ccccc2)c1	2.8	有机化学清单
BrC1=CC2=C(C=C1)N=CC=C2O	Oc1ccnc2ccc(Br)cc12	2	现货目录
BrC1=CC2=C(C=C1)OCC(N2)=O	O=C1COc2ccc(Br)cc2N1	12	有机化学清单
BrC1=CC2=C(C=C1)ON=C2N	Nc1noc2ccc(Br)cc12	6.9	现货目录
BrC1=CC2=C(C=CN=C2O)C=C1	Oc1nccc2ccc(Br)cc12	7.3	现货目录
BrC1=CC2=C(CC3=C2C=C(C=CC=C4)C4=C3)C=C1	Brc1ccc2c(c1)-c1cc3ccccc3cc1C2	9	有机化学清单
BrC1=CC2=C(N=C(C)C2(C)C)C=C1	CC1=Nc2ccc(Br)cc2C1(C)C	4.9	有机化学清单
BrC1=CC2=C(NC3=C2C4=CC=CC=C4C=C3)C=C1	Brc1ccc2[nH]c3ccc4ccccc4c3c2c1	22	有机化学清单
BrC1=CC2=C(NC3=C2C=C(Br)C4=CC=CC=C34)C=C1	Brc1ccc2[nH]c3c4ccccc4c(Br)cc3c2c1	22.9	有机化学清单
BrC1=CC2=C(NC3=C2CCCC3)C=C1	Brc1ccc2[nH]c3c(c2c1)CCCC3	9.2	有机化学清单
BrC1=CC2=C(NC=C2)C=N1	Brc1cc2cc[nH]c2cn1	10.8	有机化学清单
BrC1=CC2=C(NCCC2)C=C1.[H]Cl	Brc1ccc2c(c1)CCCN2.Cl	12	有机化学清单
BrC1=CC2=C(NN=C2)C=N1	Brc1cc2cn[nH]c2cn1	29	有机化学清单
BrC1=CC2=C(NN=C2N)C=C1	Nc1n[nH]c2ccc(Br)cc12	1.6	现货目录
BrC1=CC2=C(SC3=CC=CC=C23)C=C1	Brc1ccc2sc3ccccc3c2c1	1.9	有机化学清单
BrC1=CC2=C3C=CC=CC3=C(Br)C=C2C4=CC=CC=C14	Brc1cc2c3ccccc3c(Br)cc2c2ccccc12	10.8	有机化学清单
BrC1=CC2=CC(N)=CC(Br)=C2N=C1	Nc1cc(Br)c2ncc(Br)cc2c1	97.5	现货目录
BrC1=CC2=CNN=C2N=C1	Brc1cnc2n[nH]cc2c1	12.8	有机化学清单
BrC1=CC2=NC(N)=NC=C2C=C1	Nc1ncc2ccc(Br)cc2n1	16.1	现货目录
BrC1=CC2=NN=CN2C=C1	Brc1ccn2cnnc2c1	15.2	现货目录
BrC1=CC2=NSN=C2C=C1	Brc1ccc2nsnc2c1	22	有机化学清单
BrC1=CC=C(B(O)O)C=C1F	OB(O)c1ccc(Br)c(F)c1	7	现货目录
BrC1=CC=C(Br)C(Br)=C1	Brc1ccc(Br)c(Br)c1	2.9	有机化学清单
BrC1=CC=C(Br)C(N=C=S)=C1	S=C=Nc1cc(Br)ccc1Br	11.7	有机化学清单
BrC1=CC=C(Br)C2=C1C=NC=C2	Brc1ccc(Br)c2cnccc12	12.4	有机化学清单
BrC1=CC=C(C#CC2=CC=C(Br)C=C2)C=C1	Brc1ccc(C#Cc2ccc(Br)cc2)cc1	10.8	有机化学清单
BrC1=CC=C(C#CCO)C=C1	OCC#Cc1ccc(Br)cc1	14.6	现货目录
BrC1=CC=C(C(CN)=O)C=C1.[H]Cl	Cl.NCC(=O)c1ccc(Br)cc1	2.3	现货目录
BrC1=CC=C(C(N)CO)C=C1	NC(CO)c1ccc(Br)cc1	21.6	现货目录
BrC1=CC=C(C(O)=C(C=N2)C(O)=O)C2=C1	O=C(O)c1cnc2cc(Br)ccc2c1O	5.1	现货目录
BrC1=CC=C(C(O)=O)C2=CC=CC=C21	O=C(O)c1ccc(Br)c2ccccc12	2.1	现货目录
BrC1=CC=C(C2(C3=CC=CC=C3)C4=C(C5=C2C=CC=C5)C=CC=C4)C=C1	Brc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1	2.5	有机化学清单
BrC1=CC=C(C2(CCNCC2)O)C=C1	OC1(c2ccc(Br)cc2)CCNCC1	10.5	现货目录
BrC1=CC=C(C2(N)CCC2)C=C1.Cl	Cl.NC1(c2ccc(Br)cc2)CCC1	66.8	现货目录
BrC1=CC=C(C2=CC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2)C=C1	Brc1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1	9.9	有机化学清单
BrC1=CC=C(C2=CC(N)=NN2)C=C1	Nc1cc(-c2ccc(Br)cc2)[nH]n1	3.6	现货目录
BrC1=CC=C(C2=CC3=CC=CC=C3S2)C=C1	Brc1ccc(-c2cc3ccccc3s2)cc1	11	有机化学清单
BrC1=CC=C(C2=CC=C(C3=CC=CC=C3)S2)C=C1	Brc1ccc(-c2ccc(-c3ccccc3)s2)cc1	22.4	有机化学清单
BrC1=CC=C(C2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2)C=C1	Brc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1	2.8	有机化学清单
BrC1=CC=C(C2=CC=CC(C3=CC=CC=C3)=C2)C=C1	Brc1ccc(-c2cccc(-c3ccccc3)c2)cc1	16.4	有机化学清单
BrC1=CC=C(C2=CC=CC=C12)O	Oc1ccc(Br)c2ccccc12	2.3	有机化学清单
BrC1=CC=C(C2=CC=CC=C2)S1	Brc1ccc(-c2ccccc2)s1	8.8	有机化学清单
BrC1=CC=C(C2=CC=CN=C2)C=C1	Brc1ccc(-c2cccnc2)cc1	27	有机化学清单
BrC1=CC=C(C2=NC3=CC=CC=C3S2)C=C1	Brc1ccc(-c2nc3ccccc3s2)cc1	2.4	有机化学清单
BrC1=CC=C(C2=NC=CN2)C=C1	Brc1ccc(-c2ncc[nH]2)cc1	8.4	有机化学清单
BrC1=CC=C(C2=NN=C(C3=CC=C(Br)C=C3)O2)C=C1	Brc1ccc(-c2nnc(-c3ccc(Br)cc3)o2)cc1	20	有机化学清单
BrC1=CC=C(C2CCCCC2)C=C1	Brc1ccc(C2CCCCC2)cc1	3.6	有机化学清单
BrC1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1	O=C(NCc1ccccc1)c1ccc(Br)cc1	12	有机化学清单
BrC1=CC=C(C=C1)C(C(=O)OC)(C)C	COC(=O)C(C)(C)c1ccc(Br)cc1	0.56	有机化学清单
BrC1=CC=C(C=C1)C(C(F)(F)F)O	OC(c1ccc(Br)cc1)C(F)(F)F	54.7	现货目录
BrC1=CC=C(C=C1)C(O)CN	NCC(O)c1ccc(Br)cc1	87.8	现货目录
BrC1=CC=C(C=C1)C1=CC=C(O1)C=O	O=Cc1ccc(-c2ccc(Br)cc2)o1	3.7	有机化学清单
BrC1=CC=C(C=C1)C1=NNC=C1	Brc1ccc(-c2cc[nH]n2)cc1	2.5	有机化学清单
BrC1=CC=C(C=C1)CCC(=O)OC	COC(=O)CCc1ccc(Br)cc1	3.3	有机化学清单
BrC1=CC=C(C=C1)CCC(=O)OCC	CCOC(=O)CCc1ccc(Br)cc1	3.2	有机化学清单
BrC1=CC=C(C=C1)CCCO	OCCCc1ccc(Br)cc1	1.8	现货目录
BrC1=CC=C(C=C1)CP(OCC)(OCC)=O	CCOP(=O)(Cc1ccc(Br)cc1)OCC	2.7	有机化学清单
BrC1=CC=C(C=C1)NC2=CC=CC=C2	Brc1ccc(Nc2ccccc2)cc1	2.7	有机化学清单
BrC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1	O=S(=O)(c1ccccc1)c1ccc(Br)cc1	28	有机化学清单
BrC1=CC=C(C=C1)[C@H]2CC[C@@H](CC2)CCCCC	CCCCC[C@H]1CC[C@H](c2ccc(Br)cc2)CC1	0.48	有机化学清单
BrC1=CC=C(C=O)C(Br)=N1	O=Cc1ccc(Br)nc1Br	14.4	有机化学清单
BrC1=CC=C(CC(O)=O)C=C1	O=C(O)Cc1ccc(Br)cc1	1.6	现货目录
BrC1=CC=C(CC2=CC=CC=C2)C=C1	Brc1ccc(Cc2ccccc2)cc1	9.7	有机化学清单
BrC1=CC=C(CC2=NNN=N2)C=C1	Brc1ccc(Cc2nn[nH]n2)cc1	18.4	有机化学清单
BrC1=CC=C(CCCC(O)=O)C=C1	O=C(O)CCCc1ccc(Br)cc1	1.9	现货目录
BrC1=CC=C(CCN(C(OC(C)(C)C)=O)CC)C=C1	CCN(CCc1ccc(Br)cc1)C(=O)OC(C)(C)C	23.5	现货目录
BrC1=CC=C(CCN)C=C1	NCCc1ccc(Br)cc1	2	现货目录
BrC1=CC=C(CN)C=C1.Cl	Cl.NCc1ccc(Br)cc1	1.8	现货目录
BrC1=CC=C(CN)O1.Cl	Cl.NCc1ccc(Br)o1	83.4	现货目录
BrC1=CC=C(CN)S1.Cl	Cl.NCc1ccc(Br)s1	23.5	现货目录
BrC1=CC=C(CO)C=C1	OCc1ccc(Br)cc1	1.6	现货目录
BrC1=CC=C(CO)C=C1COCC	CCOCc1cc(CO)ccc1Br	9.8	现货目录
BrC1=CC=C(F)C(C(O)=O)=C1	O=C(O)c1cc(Br)ccc1F	1.6	现货目录
BrC1=CC=C(F)C(OC(F)(F)F)=C1	Fc1ccc(Br)cc1OC(F)(F)F	26.8	有机化学清单
BrC1=CC=C(N(C2=CC=C(C=C2)C=O)C3=CC=C(C=C3)C=O)C=C1	O=Cc1ccc(N(c2ccc(Br)cc2)c2ccc(C=O)cc2)cc1	18.9	现货目录
BrC1=CC=C(N)C(C#N)=C1	N#Cc1cc(Br)ccc1N	1.6	现货目录
BrC1=CC=C(N)C(Cl)=C1Cl	Nc1ccc(Br)c(Cl)c1Cl	2.3	现货目录
BrC1=CC=C(N)C(OC)=C1F	COc1c(N)ccc(Br)c1F	78.5	现货目录
BrC1=CC=C(N2C(C3=CC=CC=C3)=NC4=CC=CC=C24)C=C1	Brc1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1	3.1	有机化学清单
BrC1=CC=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C=C1	Brc1ccc(-n2c3ccccc3c3ccccc32)cc1	0.48	有机化学清单
BrC1=CC=C(N2C=CC=C2)C=C1	Brc1ccc(-n2cccc2)cc1	27.2	有机化学清单
BrC1=CC=C(N2CCCC2)C=C1	Brc1ccc(N2CCCC2)cc1	10.8	有机化学清单
BrC1=CC=C(N2CCNCC2)C=C1	Brc1ccc(N2CCNCC2)cc1	2.7	有机化学清单
BrC1=CC=C(N=C1C)C#CCO	Cc1nc(C#CCO)ccc1Br	4.9	现货目录
BrC1=CC=C(N=C1C)OC	COc1ccc(Br)c(C)n1	2.8	有机化学清单
BrC1=CC=C(N=C1Cl)Cl	Clc1ccc(Br)c(Cl)n1	3.5	有机化学清单
BrC1=CC=C(NC(OC(C)(C)C)=O)C(NC(OC(C)(C)C)=O)=C1	CC(C)(C)OC(=O)Nc1ccc(Br)cc1NC(=O)OC(C)(C)C	29.2	有机化学清单
BrC1=CC=C(NC2=CC=C(C3=CC=CC=C3)C=C2)C=C1	Brc1ccc(Nc2ccc(-c3ccccc3)cc2)cc1	8.4	有机化学清单
BrC1=CC=C(O1)C(O)=O	O=C(O)c1ccc(Br)o1	1.6	现货目录
BrC1=CC=C(OC(B(O)O)=C2)C2=C1	OB(O)c1cc2cc(Br)ccc2o1	24.2	现货目录
BrC1=CC=C(OC2=CC3=CC=CC=C3C=C24)C4=C1	Brc1ccc2oc3cc4ccccc4cc3c2c1	3.5	有机化学清单
BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1	Brc1ccc(Oc2ccc(Br)cc2)cc1	0.42	有机化学清单
BrC1=CC=C(OC2=CC=C(C#N)C=C2)C=C1CO	N#Cc1ccc(Oc2ccc(Br)c(CO)c2)cc1	2.7	现货目录
BrC1=CC=C(OC2=CC=CC=C2)C=C1	Brc1ccc(Oc2ccccc2)cc1	0.62	有机化学清单
BrC1=CC=C(OC=C2)C2=C1	Brc1ccc2occc2c1	2.4	有机化学清单
BrC1=CC=C(OCC2)C2=C1	Brc1ccc2c(c1)CCO2	2.8	有机化学清单
BrC1=CC=C(OCCO)C=C1	OCCOc1ccc(Br)cc1	11	有机化学清单
BrC1=CC=C(P(C2=CC=CC=C2)(C3=CC=CC=C3)=O)C=C1	O=P(c1ccccc1)(c1ccccc1)c1ccc(Br)cc1	3	有机化学清单
BrC1=CC=C(S1)C#N	N#Cc1ccc(Br)s1	10.8	有机化学清单
BrC1=CC=C(S1)[S](=O)(=O)NC(C)(C)C	CC(C)(C)NS(=O)(=O)c1ccc(Br)s1	4	有机化学清单
BrC1=CC=C(SC2=CC=C(Br)C=C2)C=C1	Brc1ccc(Sc2ccc(Br)cc2)cc1	12.2	有机化学清单
BrC1=CC=C(SSC2=CC=C(Br)C=C2)C=C1	Brc1ccc(SSc2ccc(Br)cc2)cc1	19.2	有机化学清单
BrC1=CC=C([C@@H](N)CO)C=C1	N[C@@H](CO)c1ccc(Br)cc1	33.3	现货目录
BrC1=CC=C([C@H](N)CC(O)=O)C=C1	N[C@H](CC(=O)O)c1ccc(Br)cc1	25.8	现货目录
BrC1=CC=C([C@H](N)CO)C=C1	N[C@H](CO)c1ccc(Br)cc1	36.9	现货目录
BrC1=CC=C2C(=C1)C=NC=C2	Brc1ccc2ccncc2c1	23	有机化学清单
BrC1=CC=C2C(=C1)N=C(C=N2)Cl	Clc1cnc2ccc(Br)cc2n1	20	有机化学清单
BrC1=CC=C2C(=C1)N=CC(=C2O)C(=O)OCC	CCOC(=O)c1cnc2cc(Br)ccc2c1O	4.4	有机化学清单
BrC1=CC=C2C(=C1)[NH]C(=C2)C(=O)OCC	CCOC(=O)c1cc2ccc(Br)cc2[nH]1	20.8	有机化学清单
BrC1=CC=C2C(=C1)[NH]N=C2	Brc1ccc2cn[nH]c2c1	2	有机化学清单
BrC1=CC=C2C(=C1)[NH]N=C2O	Oc1n[nH]c2cc(Br)ccc12	7.8	现货目录
BrC1=CC=C2C(=NC=NN12)N	Nc1ncnn2c(Br)ccc12	3.1	现货目录
BrC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1	O=C1C(=O)c2ccc(Br)cc2-c2ccccc21	10.8	有机化学清单
BrC1=CC=C2C(C=CC(C(O)=O)=N2)=C1	O=C(O)c1ccc2cc(Br)ccc2n1	39.4	现货目录
BrC1=CC=C2C(C=CC3=C2C=CC=C3)=C1	Brc1ccc2c(ccc3ccccc32)c1	23	有机化学清单
BrC1=CC=C2C(OC(C(C(O)=O)=C2)=O)=C1	O=C(O)c1cc2ccc(Br)cc2oc1=O	70.1	现货目录
BrC1=CC=C2C3=C(C4(CCCC4)C2=C1)C=CC=C3	Brc1ccc2c(c1)C1(CCCC1)c1ccccc1-2	12	有机化学清单
BrC1=CC=C2C=C(C=CC2=C1)CO	OCc1ccc2cc(Br)ccc2c1	10.9	现货目录
BrC1=CC=C2C=C(N)C=CC2=C1	Nc1ccc2cc(Br)ccc2c1	2	现货目录
BrC1=CC=C2C=C3C=CC=CC3=CC2=C1	Brc1ccc2cc3ccccc3cc2c1	12.4	有机化学清单
BrC1=CC=C2C=CC3=C(Br)C=CC4=CC=C1C2=C34	Brc1ccc2ccc3c(Br)ccc4ccc1c2c43	3.2	有机化学清单
BrC1=CC=C2C=CC=NC2=C1	Brc1ccc2cccnc2c1	3.4	有机化学清单
BrC1=CC=C2C=NC(N)=CC2=C1	Nc1cc2cc(Br)ccc2cn1	17.6	现货目录
BrC1=CC=C2N=C(C3=CC=CC=C3)OC2=C1	Brc1ccc2nc(-c3ccccc3)oc2c1	14.8	有机化学清单
BrC1=CC=C2N=CC=C(Br)C2=C1	Brc1ccc2nccc(Br)c2c1	29	有机化学清单
BrC1=CC=C2N=CC=C(N)C2=C1	Nc1ccnc2ccc(Br)cc12	27.2	现货目录
BrC1=CC=C2N=CC=CC2=C1.[H]Cl	Brc1ccc2ncccc2c1.Cl	0.84	有机化学清单
BrC1=CC=C2N=CC=NC2=C1	Brc1ccc2nccnc2c1	2.6	有机化学清单
BrC1=CC=C2OC3=CC=CC=C3C2=C1	Brc1ccc2oc3ccccc3c2c1	0.42	有机化学清单
BrC1=CC=C2OCCNC2=C1	Brc1ccc2c(c1)NCCO2	9.4	现货目录
BrC1=CC=CC(=C1)C1=NC2=C(C=CC=C2)N1C1=CC=CC=C1	Brc1cccc(-c2nc3ccccc3n2-c2ccccc2)c1	23	有机化学清单
BrC1=CC=CC(=C1)CC(=O)OCC	CCOC(=O)Cc1cccc(Br)c1	3.2	有机化学清单
BrC1=CC=CC(=C1)NC=2C=CC=CC2	Brc1cccc(Nc2ccccc2)c1	19.8	现货目录
BrC1=CC=CC(=C1)[N]2C=CC=N2	Brc1cccc(-n2cccn2)c1	5.6	有机化学清单
BrC1=CC=CC(=C1C)C#N	Cc1c(Br)cccc1C#N	3.6	有机化学清单
BrC1=CC=CC(=C1C)OC	COc1cccc(Br)c1C	2.1	有机化学清单
BrC1=CC=CC(=C1Cl)C(=O)O	O=C(O)c1cccc(Br)c1Cl	1.9	现货目录
BrC1=CC=CC(=C1F)C(=O)O	O=C(O)c1cccc(Br)c1F	1.6	现货目录
BrC1=CC=CC(=C1F)C(C)=O	CC(=O)c1cccc(Br)c1F	12.4	有机化学清单
BrC1=CC=CC(=C1F)CC(=O)O	O=C(O)Cc1cccc(Br)c1F	14.9	现货目录
BrC1=CC=CC(=C1F)N	Nc1cccc(Br)c1F	2.1	现货目录
BrC1=CC=CC(=C1N)N	Nc1cccc(Br)c1N	4.9	现货目录
BrC1=CC=CC(=C1O)C(=O)O	O=C(O)c1cccc(Br)c1O	1.8	现货目录
BrC1=CC=CC(=C1OC)C=O	COc1c(Br)cccc1C=O	18.4	有机化学清单
BrC1=CC=CC(=N1)C(=O)OCC	CCOC(=O)c1cccc(Br)n1	3.3	有机化学清单
BrC1=CC=CC(=N1)C2=C(C=O)C=CC=C2	O=Cc1ccccc1-c1cccc(Br)n1	25.2	有机化学清单
BrC1=CC=CC(B(O)O)=C1	OB(O)c1cccc(Br)c1	1.6	现货目录
BrC1=CC=CC(B(O)O)=N1	OB(O)c1cccc(Br)n1	71.5	现货目录
BrC1=CC=CC(C(C)(C)O)=N1	CC(C)(O)c1cccc(Br)n1	19.6	现货目录
BrC1=CC=CC(C23C(C4)CC5CC4CC3C5)=C1C6=C2C=CC=C6	Brc1cccc2c1-c1ccccc1C21C2CC3CC(C2)CC1C3	23.2	有机化学清单
BrC1=CC=CC(CN)=C1	NCc1cccc(Br)c1	1.8	现货目录
BrC1=CC=CC(CN)=C1.Cl	Cl.NCc1cccc(Br)c1	3.8	现货目录
BrC1=CC=CC(N)=N1	Nc1cccc(Br)n1	0.5	有机化学清单
BrC1=CC=CC(N2)=C1C3=C2C=CC=C3	Brc1cccc2[nH]c3ccccc3c12	11.2	有机化学清单
BrC1=CC=CC(N2C3=CC=CC=C3)=C1C4=C2C=CC=C4	Brc1cccc2c1c1ccccc1n2-c1ccccc1	26	有机化学清单
BrC1=CC=CC(OCC2=CC=CC=C2)=N1	Brc1cccc(OCc2ccccc2)n1	4.8	有机化学清单
BrC1=CC=CC([C@H](NC(OC(C)(C)C)=O)CC(O)=O)=C1	CC(C)(C)OC(=O)N[C@H](CC(=O)O)c1cccc(Br)c1	45.3	现货目录
BrC1=CC=CC2=C1C(=NN2C)N	Cn1nc(N)c2c(Br)cccc21	58.8	现货目录
BrC1=CC=CC2=C1C3(C4=C(C5=C3C=CC=C5)C=CC=C4)C6=C2C=CC=C6	Brc1cccc2c1C1(c3ccccc3-c3ccccc31)c1ccccc1-2	10.2	有机化学清单
BrC1=CC=CC2=C1C=CN=C2	Brc1cccc2cnccc12	1.6	有机化学清单
BrC1=CC=CC2=C1CCNC2	Brc1cccc2c1CCNC2	11.6	有机化学清单
BrC1=CC=CC2=C1CC[C@@H]2O	O[C@H]1CCc2c(Br)cccc21	47.8	现货目录
BrC1=CC=CC2=C1N=C(C(F)(F)F)C=C2O	Oc1cc(C(F)(F)F)nc2c(Br)cccc12	17.6	现货目录
BrC1=CC=CC2=C1N=C[NH]2	Brc1cccc2[nH]cnc12	25.6	有机化学清单
BrC1=CC=CC2=C1NN=C2N	Nc1n[nH]c2c(Br)cccc12	9.9	现货目录
BrC1=CC=CC2=C1OC1=CC=CC=C21	Brc1cccc2c1oc1ccccc12	2.3	有机化学清单
BrC1=CC=CC2=C1SC1=CC=CC=C21	Brc1cccc2c1sc1ccccc12	3.1	有机化学清单
BrC1=CC=CC2=CC=CC(B(O)O)=C12	OB(O)c1cccc2cccc(Br)c12	10.9	现货目录
BrC1=CC=CC2=NC=N[N]12	Brc1cccc2ncnn12	23.2	有机化学清单
BrC1=CC=CC=C1/C([H])=C([H])/C(O)=O	O=C(O)/C=C/c1ccccc1Br	1.8	现货目录
BrC1=CC=CC=C1C2=CC3=C(C=C2)N(C4=CC=CC=C4)C5=C3C=CC=C5	Brc1ccccc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1	20.8	有机化学清单
BrC1=CC=CC=C1C2=NC(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2	Brc1ccccc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1	2.9	有机化学清单
BrC1=CC=CC=C1C2=NC3=CC=CC=C3N2	Brc1ccccc1-c1nc2ccccc2[nH]1	10.8	有机化学清单
BrC1=CC=CC=C1CCO	OCCc1ccccc1Br	1.6	现货目录
BrC1=CC=CC=C1CO	OCc1ccccc1Br	1.6	现货目录
BrC1=CC=CC=C1N2N=CC=C2	Brc1ccccc1-n1cccn1	20.4	有机化学清单
BrC1=CC=CC=C1NC2=CC=CC=C2	Brc1ccccc1Nc1ccccc1	12.8	有机化学清单
BrC1=CC=CC=C1OCC2=CC=CC=C2	Brc1ccccc1OCc1ccccc1	0.54	有机化学清单
