smarts	smarts_inner_marked	smarts_marked_oxygen
[#6]1[#8][#6][#7][#6]1	[#6]1[#8][#6][#7:2][#6]1	[#6]1([#6][#7]([#6][#8]1)#[#8])
[#6]1[#8][#6][#7][#6]1	[#6]1[#8][#6][#7][#6:2]1	[#6]1([#6]([#7][#6][#8]1)#[#8])
[#16]1[#6][#16][#6]=[#6]1	[#16:2]1[#6][#16][#6]=[#6]1	[#6]1(=[#6][#16]([#6][#16]1)#[#8])
[#16]1[#6][#16][#6]=[#6]1	[#16]1[#6:2][#16][#6]=[#6]1	[#6]1(=[#6][#16][#6]([#16]1)#[#8])
[#16]1[#6][#16][#6]=[#6]1	[#16]1[#6][#16:2][#6]=[#6]1	[#6]1(=[#6][#16]([#6][#16]1)#[#8])
[#16]1[#6][#16][#6]=[#6]1	[#16]1[#6][#16][#6:2]=[#6]1	[#6]1(=[#6]([#16][#6][#16]1)#[#8])
[#16]1[#6][#16][#6]=[#6]1	[#16]1[#6][#16][#6]=[#6:2]1	[#6]1(=[#6]([#16][#6][#16]1)#[#8])
[#8]1[#6][#6][#6]=[#6]1	[#8]1[#6:2][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6](#[#8])[#8]1)
[#8]1[#6][#6][#6]=[#6]1	[#8]1[#6][#6:2][#6]=[#6]1	[#6]1(=[#6][#6]([#6][#8]1)#[#8])
[#8]1[#6][#6][#6]=[#6]1	[#8]1[#6][#6][#6:2]=[#6]1	[#6]1(=[#6]([#6][#6][#8]1)#[#8])
[#8]1[#6][#6][#6]=[#6]1	[#8]1[#6][#6][#6]=[#6:2]1	[#6]1(=[#6][#6][#6][#8]1)#[#8]
[#6]1[#8][#6][#8][#6]=[#6]1	[#6:2]1[#8][#6][#8][#6]=[#6]1	[#6]1(=[#6][#6](#[#8])[#8][#6][#8]1)
[#6]1[#8][#6][#8][#6]=[#6]1	[#6]1[#8][#6:2][#8][#6]=[#6]1	[#6]1(=[#6][#6][#8][#6](#[#8])[#8]1)
[#6]1[#8][#6][#8][#6]=[#6]1	[#6]1[#8][#6][#8][#6:2]=[#6]1	[#6]1(=[#6][#6][#8][#6][#8]1)#[#8]
[#6]1[#8][#6][#8][#6]=[#6]1	[#6]1[#8][#6][#8][#6]=[#6:2]1	[#6]1(=[#6]([#6][#8][#6][#8]1)#[#8])
[#7]1=[#7][#6]1	[#7]1=[#7][#6:2]1	[#6]1([#7]=[#7]1)#[#8]
[#7]1[#7][#6]1	[#7:2]1[#7][#6]1	[#6]1([#7]([#7]1)#[#8])
[#7]1[#7][#6]1	[#7]1[#7:2][#6]1	[#6]1([#7]([#7]1)#[#8])
[#7]1[#7][#6]1	[#7]1[#7][#6:2]1	[#6]1([#7][#7]1)#[#8]
[#16]1[#6][#6]=[#7][#6][#6]1	[#16:2]1[#6][#6]=[#7][#6][#6]1	[#6]1([#6][#16]([#6][#6]=[#7]1)#[#8])
[#16]1[#6][#6]=[#7][#6][#6]1	[#16]1[#6:2][#6]=[#7][#6][#6]1	[#6]1([#6][#16][#6]([#6]=[#7]1)#[#8])
[#16]1[#6][#6]=[#7][#6][#6]1	[#16]1[#6][#6:2]=[#7][#6][#6]1	[#6]1([#6][#16][#6][#6](=[#7]1)#[#8])
[#16]1[#6][#6]=[#7][#6][#6]1	[#16]1[#6][#6]=[#7][#6:2][#6]1	[#6]1([#6][#16][#6][#6]=[#7]1)#[#8]
[#16]1[#6][#6]=[#7][#6][#6]1	[#16]1[#6][#6]=[#7][#6][#6:2]1	[#6]1([#6]([#16][#6][#6]=[#7]1)#[#8])
[#6]1=[#6][#6][#8][#6][#6]1	[#6:2]1=[#6][#6][#8][#6][#6]1	[#6]1(=[#6]([#6][#6][#8][#6]1)#[#8])
[#6]1=[#6][#6][#8][#6][#6]1	[#6]1=[#6:2][#6][#8][#6][#6]1	[#6]1(=[#6][#6][#6][#8][#6]1)#[#8]
[#6]1=[#6][#6][#8][#6][#6]1	[#6]1=[#6][#6:2][#8][#6][#6]1	[#6]1(=[#6][#6][#6][#8][#6]1#[#8])
[#6]1=[#6][#6][#8][#6][#6]1	[#6]1=[#6][#6][#8][#6:2][#6]1	[#6]1(=[#6][#6][#6](#[#8])[#8][#6]1)
[#6]1=[#6][#6][#8][#6][#6]1	[#6]1=[#6][#6][#8][#6][#6:2]1	[#6]1(=[#6][#6]([#6][#8][#6]1)#[#8])
[#16]1[#6][#6]=[#6][#6]1	[#16:2]1[#6][#6]=[#6][#6]1	[#6]1(=[#6][#6][#16]([#6]1)#[#8])
[#16]1[#6][#6]=[#6][#6]1	[#16]1[#6:2][#6]=[#6][#6]1	[#6]1(=[#6][#6]([#16][#6]1)#[#8])
[#16]1[#6][#6]=[#6][#6]1	[#16]1[#6][#6:2]=[#6][#6]1	[#6]1(=[#6]([#6][#16][#6]1)#[#8])
[#16]1[#6][#6]=[#6][#6]1	[#16]1[#6][#6]=[#6:2][#6]1	[#6]1(=[#6]([#6][#16][#6]1)#[#8])
[#16]1[#6][#6]=[#6][#6]1	[#16]1[#6][#6]=[#6][#6:2]1	[#6]1(=[#6][#6]([#16][#6]1)#[#8])
[#8]1[#6][#6]=[#6][#6]1	[#8]1[#6:2][#6]=[#6][#6]1	[#6]1(=[#6][#6](#[#8])[#8][#6]1)
[#8]1[#6][#6]=[#6][#6]1	[#8]1[#6][#6:2]=[#6][#6]1	[#6]1(=[#6]([#6][#8][#6]1)#[#8])
[#8]1[#6][#6]=[#6][#6]1	[#8]1[#6][#6]=[#6:2][#6]1	[#6]1(=[#6]([#6][#8][#6]1)#[#8])
[#8]1[#6][#6]=[#6][#6]1	[#8]1[#6][#6]=[#6][#6:2]1	[#6]1(=[#6][#6](#[#8])[#8][#6]1)
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6:2]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6]([#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6:2][#6][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6]([#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6:2][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6][#6]([#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6:2][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6]([#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6:2][#6]=[#6]1	[#6]1(=[#6][#6]([#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6][#6:2]=[#6]1	[#6]1(=[#6]([#6][#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6][#6]=[#6:2]1	[#6]1(=[#6]([#6][#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6:2]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6]([#6][#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6:2][#6][#6][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6]([#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6:2][#6][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6][#6]([#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6:2][#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6][#6]([#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6:2][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6]([#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6][#6:2][#6]=[#6]1	[#6]1(=[#6][#6]([#6][#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6][#6][#6:2]=[#6]1	[#6]1(=[#6]([#6][#6][#6][#6][#6][#6]1)#[#8])
[#6]1[#6][#6][#6][#6][#6][#6]=[#6]1	[#6]1[#6][#6][#6][#6][#6][#6]=[#6:2]1	[#6]1(=[#6]([#6][#6][#6][#6][#6][#6]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1](#[#8])[#8;r9;R1]1)
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1:2][#6&r9&R1]1	[#6;r9;R1]1([#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1]1)#[#8])
[#8;r9;R1]1[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1	[#8&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1:2]1	[#6;r9;R1]1([#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1](#[#8])[#8;r9;R1]1)
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9:2][#6&R1&r9][#6&R1&r9][#6&R1&r9]=[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1](#[#8])[#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9:2][#6&R1&r9][#6&R1&r9]=[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1][#6;r9;R1]([#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9:2][#6&R1&r9]=[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9:2]=[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]=[#6&R1&r9:2][#6&R1&r9][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1]([#6;r9;R1][#6;r9;R1][#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]=[#6&R1&r9][#6&R1&r9:2][#6&R1&r9][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1]([#6;r9;R1][#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]=[#6&R1&r9][#6&R1&r9][#6&R1&r9:2][#6&R1&r9]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1][#6;r9;R1]([#6;r9;R1][#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)#[#8])
[#8;R1;r9]1[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]=[#6;R1;r9][#6;R1;r9][#6;R1;r9][#6;R1;r9]1	[#8&R1&r9]1[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9]=[#6&R1&r9][#6&R1&r9][#6&R1&r9][#6&R1&r9:2]1	[#6;r9;R1]1(=[#6;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1](#[#8])[#8;r9;R1][#6;r9;R1][#6;r9;R1][#6;r9;R1]1)
[#6]1[#6][#8][#5][#6][#6]1	[#6:2]1[#6][#8][#5][#6][#6]1	[#6]1([#6]([#6][#6][#5][#8]1)#[#8])
[#6]1[#6][#8][#5][#6][#6]1	[#6]1[#6:2][#8][#5][#6][#6]1	[#6]1([#6][#6][#6][#5][#8]1)#[#8]
[#6]1[#6][#8][#5][#6][#6]1	[#6]1[#6][#8][#5:2][#6][#6]1	[#6]1([#6][#6][#6][#5](#[#8])[#8]1)
[#6]1[#6][#8][#5][#6][#6]1	[#6]1[#6][#8][#5][#6:2][#6]1	[#6]1([#6][#6][#6]([#5][#8]1)#[#8])
[#6]1[#6][#8][#5][#6][#6]1	[#6]1[#6][#8][#5][#6][#6:2]1	[#6]1([#6][#6]([#6][#5][#8]1)#[#8])
[#8]1[#6][#6][#8][#6]=[#6]1	[#8]1[#6:2][#6][#8][#6]=[#6]1	[#6]1(=[#6][#8][#6][#6](#[#8])[#8]1)
[#8]1[#6][#6][#8][#6]=[#6]1	[#8]1[#6][#6:2][#8][#6]=[#6]1	[#6]1(=[#6][#8][#6][#6](#[#8])[#8]1)
[#8]1[#6][#6][#8][#6]=[#6]1	[#8]1[#6][#6][#8][#6:2]=[#6]1	[#6]1(=[#6](#[#8])[#8][#6][#6][#8]1)
[#8]1[#6][#6][#8][#6]=[#6]1	[#8]1[#6][#6][#8][#6]=[#6:2]1	[#6]1(=[#6](#[#8])[#8][#6][#6][#8]1)
[c]1[c][c][c][se]1	[c:2]1ccc[se]1	[se]1([c](#[#8])[c][c][c]1)
[c]1[c][c][c][se]1	c1[c:2]cc[se]1	[se]1([c][c](#[#8])[c][c]1)
[c]1[c][c][c][se]1	c1c[c:2]c[se]1	[se]1([c][c](#[#8])[c][c]1)
[c]1[c][c][c][se]1	c1cc[c:2][se]1	[se]1([c](#[#8])[c][c][c]1)
[#6]1=[#7][#6][#7][#6]=[#6]1	[#6:2]1=[#7][#6][#7][#6]=[#6]1	[#6]1(=[#6][#6](=[#7][#6][#7]1)#[#8])
[#6]1=[#7][#6][#7][#6]=[#6]1	[#6]1=[#7][#6:2][#7][#6]=[#6]1	[#6]1(=[#6][#6]=[#7][#6]([#7]1)#[#8])
[#6]1=[#7][#6][#7][#6]=[#6]1	[#6]1=[#7][#6][#7:2][#6]=[#6]1	[#6]1(=[#6][#6]=[#7][#6][#7]1#[#8])
[#6]1=[#7][#6][#7][#6]=[#6]1	[#6]1=[#7][#6][#7][#6:2]=[#6]1	[#6]1(=[#6][#6]=[#7][#6][#7]1)#[#8]
[#6]1=[#7][#6][#7][#6]=[#6]1	[#6]1=[#7][#6][#7][#6]=[#6:2]1	[#6]1(=[#6]([#6]=[#7][#6][#7]1)#[#8])
[#7]1=[#6][#6]=[#6][#6][#7]1	[#7]1=[#6:2][#6]=[#6][#6][#7]1	[#6]1(=[#6][#6](=[#7][#7][#6]1)#[#8])
[#7]1=[#6][#6]=[#6][#6][#7]1	[#7]1=[#6][#6:2]=[#6][#6][#7]1	[#6]1(=[#6]([#6]=[#7][#7][#6]1)#[#8])
[#7]1=[#6][#6]=[#6][#6][#7]1	[#7]1=[#6][#6]=[#6:2][#6][#7]1	[#6]1(=[#6][#6]=[#7][#7][#6]1)#[#8]
[#7]1=[#6][#6]=[#6][#6][#7]1	[#7]1=[#6][#6]=[#6][#6:2][#7]1	[#6]1(=[#6][#6]=[#7][#7][#6]1#[#8])
[#7]1=[#6][#6]=[#6][#6][#7]1	[#7]1=[#6][#6]=[#6][#6][#7:2]1	[#6]1(=[#6][#6]=[#7][#7]([#6]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1:2]1[#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#7;R1;r7]1#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1:2][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7]([#7;R1;r7]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1][#6&r7&R1:2][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7]([#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#7;R1;r7]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1][#6&r7&R1][#6&r7&R1:2][#6&r7&R1][#6&r7&R1][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7][#6;R1;r7]([#6;R1;r7][#6;R1;r7][#6;R1;r7][#7;R1;r7]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1:2][#6&r7&R1][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7][#6;R1;r7]([#6;R1;r7][#6;R1;r7][#6;R1;r7][#7;R1;r7]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1:2][#6&r7&R1]1	[#6;R1;r7]1([#6;R1;r7]([#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#7;R1;r7]1)#[#8])
[#7;r7;R1]1[#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1][#6;r7;R1]1	[#7&r7&R1]1[#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1][#6&r7&R1:2]1	[#6;R1;r7]1([#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7][#6;R1;r7]([#7;R1;r7]1)#[#8])
[#6]1[#6][#6][#6][#15]1	[#6:2]1[#6][#6][#6][#15]1	[#6]1([#6][#6][#6]([#15]1)#[#8])
[#6]1[#6][#6][#6][#15]1	[#6]1[#6:2][#6][#6][#15]1	[#6]1([#6]([#6][#6][#15]1)#[#8])
[#6]1[#6][#6][#6][#15]1	[#6]1[#6][#6:2][#6][#15]1	[#6]1([#6]([#6][#6][#15]1)#[#8])
[#6]1[#6][#6][#6][#15]1	[#6]1[#6][#6][#6:2][#15]1	[#6]1([#6][#6][#6]([#15]1)#[#8])
[#6]1[#6][#6][#6][#15]1	[#6]1[#6][#6][#6][#15:2]1	[#6]1([#6][#6][#6][#15]1#[#8])
[Sb]1[c][c][c][c]1	[#51:2]1cccc1	[#51]1(#[#8])([c][c][c][c]1)
[Sb]1[c][c][c][c]1	[#51]1[c:2]ccc1	[#51]1([c](#[#8])[c][c][c]1)
[Sb]1[c][c][c][c]1	[#51]1c[c:2]cc1	[#51]1([c][c](#[#8])[c][c]1)
[Sb]1[c][c][c][c]1	[#51]1cc[c:2]c1	[#51]1([c][c](#[#8])[c][c]1)
[Sb]1[c][c][c][c]1	[#51]1ccc[c:2]1	[#51]1([c](#[#8])[c][c][c]1)
[#16]1[#6]=[#6][#7][#6]1	[#16:2]1[#6]=[#6][#7][#6]1	[#6]1(=[#6][#16]([#6][#7]1)#[#8])
[#16]1[#6]=[#6][#7][#6]1	[#16]1[#6:2]=[#6][#7][#6]1	[#6]1(=[#6]([#16][#6][#7]1)#[#8])
[#16]1[#6]=[#6][#7][#6]1	[#16]1[#6]=[#6:2][#7][#6]1	[#6]1(=[#6][#16][#6][#7]1)#[#8]
[#16]1[#6]=[#6][#7][#6]1	[#16]1[#6]=[#6][#7:2][#6]1	[#6]1(=[#6][#16][#6][#7]1#[#8])
[#16]1[#6]=[#6][#7][#6]1	[#16]1[#6]=[#6][#7][#6:2]1	[#6]1(=[#6][#16][#6]([#7]1)#[#8])
[#6]1[#6][#8][#15][#8]1	[#6:2]1[#6][#8][#15][#8]1	[#6]1([#6](#[#8])[#8][#15][#8]1)
[#6]1[#6][#8][#15][#8]1	[#6]1[#6:2][#8][#15][#8]1	[#6]1([#6](#[#8])[#8][#15][#8]1)
[#6]1[#6][#8][#15][#8]1	[#6]1[#6][#8][#15:2][#8]1	[#6]1([#6][#8][#15](#[#8])[#8]1)
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7:2]1[#6]=[#6][#6]=[#6][#6]1	[#6]1(=[#6][#6]=[#6][#6][#7]1#[#8])
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7]1[#6:2]=[#6][#6]=[#6][#6]1	[#6]1(=[#6][#6]=[#6][#6][#7]1)#[#8]
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7]1[#6]=[#6:2][#6]=[#6][#6]1	[#6]1(=[#6]([#6]=[#6][#6][#7]1)#[#8])
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7]1[#6]=[#6][#6:2]=[#6][#6]1	[#6]1(=[#6][#6](=[#6][#6][#7]1)#[#8])
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7]1[#6]=[#6][#6]=[#6:2][#6]1	[#6]1(=[#6][#6]=[#6]([#6][#7]1)#[#8])
[#7]1[#6]=[#6][#6]=[#6][#6]1	[#7]1[#6]=[#6][#6]=[#6][#6:2]1	[#6]1(=[#6][#6]=[#6][#6]([#7]1)#[#8])
[#6]1=[#6][#6][#14][#6][#6]1	[#6:2]1=[#6][#6][#14][#6][#6]1	[#6]1(=[#6]([#6][#6][#14][#6]1)#[#8])
[#6]1=[#6][#6][#14][#6][#6]1	[#6]1=[#6:2][#6][#14][#6][#6]1	[#6]1(=[#6][#6][#6][#14][#6]1)#[#8]
[#6]1=[#6][#6][#14][#6][#6]1	[#6]1=[#6][#6:2][#14][#6][#6]1	[#6]1(=[#6][#6][#6][#14][#6]1#[#8])
