smarts	smarts_marked	smarts_marked_oxygen
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6]1=[#6][#7:1][#6:2][#6]=[#7]1	[#6]1(=[#6][#7]=[#6][#6]([#7]1#[#8])#[#8])
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6]1=[#6][#7][#6:1][#6:2]=[#7]1	[#6]1(=[#6][#7]=[#6]([#6]([#7]1)#[#8])#[#8])
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6:1]1=[#6:2][#7][#6][#6]=[#7]1	[#6]1(=[#6]([#7]=[#6][#6][#7]1)#[#8])#[#8]
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6]1=[#6][#7][#6][#6:1]=[#7:2]1	[#6]1(=[#6][#7](=[#6]([#6][#7]1)#[#8])#[#8])
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7:1]1[#6:2]=[#6][#6][#6]=[#6]1	[#6]1(=[#6][#6][#6]=[#6]([#7]1#[#8])#[#8])
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7]1[#6]=[#6][#6][#6:1]=[#6:2]1	[#6]1(=[#6]([#6][#6]=[#6][#7]1)#[#8])#[#8]
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7]1[#6]=[#6][#6:1][#6:2]=[#6]1	[#6]1(=[#6]([#6]([#6]=[#6][#7]1)#[#8])#[#8])
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7]1[#6:1]=[#6:2][#6][#6]=[#6]1	[#6]1(=[#6]([#6][#6]=[#6][#7]1)#[#8])#[#8]
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7:2]1[#6]=[#6][#6][#6]=[#6:1]1	[#6]1(=[#6][#6][#6]=[#6]([#7]1#[#8])#[#8])
[#7]1[#6]=[#6][#6][#6]=[#6]1	[#7]1[#6]=[#6:1][#6:2][#6]=[#6]1	[#6]1(=[#6]([#6]([#6]=[#6][#7]1)#[#8])#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8]1[#6][#6][#6][#8:1][#15:2]1	[#6]1([#6][#6][#8]([#15](#[#8])[#8]1)#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8]1[#6][#6:1][#6:2][#8][#15]1	[#6]1([#6]([#6](#[#8])[#8][#15][#8]1)#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8]1[#6][#6][#6:1][#8:2][#15]1	[#6]1([#6][#6](#[#8])[#8]([#15][#8]1)#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8:2]1[#6][#6][#6][#8][#15:1]1	[#6]1([#6][#6][#8]([#15](#[#8])[#8]1)#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8:1]1[#6:2][#6][#6][#8][#15]1	[#6]1([#6][#6](#[#8])[#8]([#15][#8]1)#[#8])
[#8]1[#6][#6][#6][#8][#15]1	[#8]1[#6:1][#6:2][#6][#8][#15]1	[#6]1([#6]([#6](#[#8])[#8][#15][#8]1)#[#8])
[#6]1=[#6][#7]1	[#6]1=[#6:1][#7:2]1	[#6]1(=[#6]([#7]1#[#8])#[#8])
[#6]1=[#6][#7]1	[#6:1]1=[#6:2][#7]1	[#6]1(=[#6]([#7]1)#[#8])#[#8]
[#6]1=[#6][#7]1	[#6:2]1=[#6][#7:1]1	[#6]1(=[#6]([#7]1#[#8])#[#8])
[#8]1[#8][#6][#6]=[#6][#6]1	[#8:1]1[#8:2][#6][#6]=[#6][#6]1	[#6]1(=[#6][#6][#8](#[#8])[#8]([#6]1)#[#8])
[#8]1[#8][#6][#6]=[#6][#6]1	[#8]1[#8][#6][#6]=[#6:1][#6:2]1	[#6]1(=[#6]([#6](#[#8])[#8][#8][#6]1)#[#8])
[#8]1[#8][#6][#6]=[#6][#6]1	[#8]1[#8][#6][#6:1]=[#6:2][#6]1	[#6]1(=[#6]([#6][#8][#8][#6]1)#[#8])#[#8]
[#8]1[#8][#6][#6]=[#6][#6]1	[#8:2]1[#8][#6][#6]=[#6][#6:1]1	[#6]1(=[#6][#6](#[#8])[#8](#[#8])[#8][#6]1)
[#8]1[#8][#6][#6]=[#6][#6]1	[#8]1[#8:1][#6:2][#6]=[#6][#6]1	[#6]1(=[#6][#6](#[#8])[#8](#[#8])[#8][#6]1)
[#8]1[#8][#6][#6]=[#6][#6]1	[#8]1[#8][#6:1][#6:2]=[#6][#6]1	[#6]1(=[#6]([#6](#[#8])[#8][#8][#6]1)#[#8])
[#6]1[#34][#6]=[#6][#34]1	[#6:2]1[#34][#6]=[#6][#34:1]1	[#6]1(=[#6][#34]([#6]([#34]1)#[#8])#[#8])
[#6]1[#34][#6]=[#6][#34]1	[#6]1[#34][#6:1]=[#6:2][#34]1	[#6]1(=[#6]([#34][#6][#34]1)#[#8])#[#8]
[#6]1[#34][#6]=[#6][#34]1	[#6:1]1[#34:2][#6]=[#6][#34]1	[#6]1(=[#6][#34]([#6]([#34]1)#[#8])#[#8])
[#6]1[#34][#6]=[#6][#34]1	[#6]1[#34:1][#6:2]=[#6][#34]1	[#6]1(=[#6]([#34]([#6][#34]1)#[#8])#[#8])
[#6]1[#34][#6]=[#6][#34]1	[#6]1[#34][#6]=[#6:1][#34:2]1	[#6]1(=[#6]([#34]([#6][#34]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6]1	[#7:2]1=[#6][#6][#6][#6:1]1	[#6]1([#6][#6][#6]=[#7]1#[#8])#[#8]
[#7]1=[#6][#6][#6][#6]1	[#7:1]1=[#6:2][#6][#6][#6]1	[#6]1([#6][#6][#6](=[#7]1#[#8])#[#8])
[#7]1=[#6][#6][#6][#6]1	[#7]1=[#6:1][#6:2][#6][#6]1	[#6]1([#6][#6]([#6](=[#7]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6]1	[#7]1=[#6][#6][#6:1][#6:2]1	[#6]1([#6]([#6][#6]=[#7]1)#[#8])#[#8]
[#7]1=[#6][#6][#6][#6]1	[#7]1=[#6][#6:1][#6:2][#6]1	[#6]1([#6]([#6]([#6]=[#7]1)#[#8])#[#8])
[#7]1[#6][#8][#7][#6]1	[#7:1]1[#6:2][#8][#7][#6]1	[#6]1([#7]([#6][#7][#8]1)#[#8])#[#8]
[#7]1[#6][#8][#7][#6]1	[#7]1[#6][#8][#7:1][#6:2]1	[#6]1([#7][#6]([#7](#[#8])[#8]1)#[#8])
[#7]1[#6][#8][#7][#6]1	[#7]1[#6:1][#8:2][#7][#6]1	[#6]1([#7][#6][#7][#8]1#[#8])#[#8]
[#7]1[#6][#8][#7][#6]1	[#7]1[#6][#8:1][#7:2][#6]1	[#6]1([#7][#6][#7](#[#8])[#8]1#[#8])
[#7]1[#6][#8][#7][#6]1	[#7:2]1[#6][#8][#7][#6:1]1	[#6]1([#7]([#6]([#7][#8]1)#[#8])#[#8])
[#7]1[#6][#6][#7]=[#6][#6]1	[#7:2]1[#6][#6][#7]=[#6][#6:1]1	[#6]1([#6]=[#7][#6][#6][#7]1#[#8])#[#8]
[#7]1[#6][#6][#7]=[#6][#6]1	[#7]1[#6:1][#6:2][#7]=[#6][#6]1	[#6]1([#6]=[#7][#6]([#6]([#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7]=[#6][#6]1	[#7]1[#6][#6][#7:1]=[#6:2][#6]1	[#6]1([#6](=[#7]([#6][#6][#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7]=[#6][#6]1	[#7]1[#6][#6:1][#7:2]=[#6][#6]1	[#6]1([#6]=[#7]([#6]([#6][#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7]=[#6][#6]1	[#7:1]1[#6:2][#6][#7]=[#6][#6]1	[#6]1([#6]=[#7][#6][#6]([#7]1#[#8])#[#8])
[#7]1[#6][#6][#7]=[#6][#6]1	[#7]1[#6][#6][#7]=[#6:1][#6:2]1	[#6]1([#6](=[#7][#6][#6][#7]1)#[#8])#[#8]
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16]1[#6]=[#6][#16:1][#6:2]=[#6]1	[#6]1(=[#6]([#16]([#6]=[#6][#16]1)#[#8])#[#8])
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16:2]1[#6]=[#6][#16][#6]=[#6:1]1	[#6]1(=[#6]([#16]([#6]=[#6][#16]1)#[#8])#[#8])
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16:1]1[#6:2]=[#6][#16][#6]=[#6]1	[#6]1(=[#6]([#16]([#6]=[#6][#16]1)#[#8])#[#8])
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16]1[#6:1]=[#6:2][#16][#6]=[#6]1	[#6]1(=[#6]([#16][#6]=[#6][#16]1)#[#8])#[#8]
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16]1[#6]=[#6:1][#16:2][#6]=[#6]1	[#6]1(=[#6]([#16]([#6]=[#6][#16]1)#[#8])#[#8])
[#16]1[#6]=[#6][#16][#6]=[#6]1	[#16]1[#6]=[#6][#16][#6:1]=[#6:2]1	[#6]1(=[#6]([#16][#6]=[#6][#16]1)#[#8])#[#8]
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6]1[#6]=[#6:1][#7:2]=[#6][#7&H1]1	[#6]1(=[#6][#6][#7;H1][#6]=[#7]1#[#8])#[#8]
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6:2]1[#6]=[#6][#7]=[#6][#7&H1:1]1	[#6]1(=[#6][#6]([#7;H1]([#6]=[#7]1)#[#8])#[#8])
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6]1[#6]=[#6][#7:1]=[#6:2][#7&H1]1	[#6]1(=[#6][#6][#7;H1][#6](=[#7]1#[#8])#[#8])
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6:1]1[#6:2]=[#6][#7]=[#6][#7&H1]1	[#6]1(=[#6]([#6]([#7;H1][#6]=[#7]1)#[#8])#[#8])
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6]1[#6:1]=[#6:2][#7]=[#6][#7&H1]1	[#6]1(=[#6]([#6][#7;H1][#6]=[#7]1)#[#8])#[#8]
[#6]1[#6]=[#6][#7]=[#6][#7;H1]1	[#6]1[#6]=[#6][#7]=[#6:1][#7&H1:2]1	[#6]1(=[#6][#6][#7;H1]([#6](=[#7]1)#[#8])#[#8])
[#6]1[#6][#5][#7][#8]1	[#6]1[#6][#5][#7:1][#8:2]1	[#6]1([#6][#5][#7](#[#8])[#8]1#[#8])
[#6]1[#6][#5][#7][#8]1	[#6]1[#6:1][#5:2][#7][#8]1	[#6]1([#6]([#5]([#7][#8]1)#[#8])#[#8])
[#6]1[#6][#5][#7][#8]1	[#6]1[#6][#5:1][#7:2][#8]1	[#6]1([#6][#5]([#7](#[#8])[#8]1)#[#8])
[#6]1[#6][#5][#7][#8]1	[#6:1]1[#6:2][#5][#7][#8]1	[#6]1([#6]([#5][#7][#8]1)#[#8])#[#8]
[#6]1[#6][#5][#7][#8]1	[#6:2]1[#6][#5][#7][#8:1]1	[#6]1([#6][#5][#7][#8]1#[#8])#[#8]
[#6]1[#7][#6]=[#7][#6][#6]1	[#6]1[#7][#6]=[#7:1][#6:2][#6]1	[#6]1([#6][#6]([#7](=[#6][#7]1)#[#8])#[#8])
[#6]1[#7][#6]=[#7][#6][#6]1	[#6:1]1[#7:2][#6]=[#7][#6][#6]1	[#6]1([#6][#6][#7]=[#6][#7]1#[#8])#[#8]
[#6]1[#7][#6]=[#7][#6][#6]1	[#6]1[#7][#6]=[#7][#6:1][#6:2]1	[#6]1([#6]([#6]([#7]=[#6][#7]1)#[#8])#[#8])
[#6]1[#7][#6]=[#7][#6][#6]1	[#6:2]1[#7][#6]=[#7][#6][#6:1]1	[#6]1([#6]([#6][#7]=[#6][#7]1)#[#8])#[#8]
[#6]1[#7][#6]=[#7][#6][#6]1	[#6]1[#7][#6:1]=[#7:2][#6][#6]1	[#6]1([#6][#6][#7](=[#6]([#7]1)#[#8])#[#8])
[#6]1[#7][#6]=[#7][#6][#6]1	[#6]1[#7:1][#6:2]=[#7][#6][#6]1	[#6]1([#6][#6][#7]=[#6]([#7]1#[#8])#[#8])
[#6]1[#6][#8][#16][#8]1	[#6]1[#6][#8][#16:1][#8:2]1	[#6]1([#6][#8]([#16](#[#8])[#8]1)#[#8])
[#6]1[#6][#8][#16][#8]1	[#6:2]1[#6][#8][#16][#8:1]1	[#6]1([#6](#[#8])[#8]([#16][#8]1)#[#8])
[#6]1[#6][#8][#16][#8]1	[#6]1[#6][#8:1][#16:2][#8]1	[#6]1([#6][#8]([#16](#[#8])[#8]1)#[#8])
[#6]1[#6][#8][#16][#8]1	[#6:1]1[#6:2][#8][#16][#8]1	[#6]1([#6](#[#8])[#8][#16][#8]1)#[#8]
[#6]1[#6][#8][#16][#8]1	[#6]1[#6:1][#8:2][#16][#8]1	[#6]1([#6](#[#8])[#8]([#16][#8]1)#[#8])
[#6]1[#6][#6][#14][#8]1	[#6:1]1[#6:2][#6][#14][#8]1	[#6]1([#6]([#6][#14][#8]1)#[#8])#[#8]
[#6]1[#6][#6][#14][#8]1	[#6:2]1[#6][#6][#14][#8:1]1	[#6]1([#6][#6][#14][#8]1#[#8])#[#8]
[#6]1[#6][#6][#14][#8]1	[#6]1[#6:1][#6:2][#14][#8]1	[#6]1([#6]([#6]([#14][#8]1)#[#8])#[#8])
[#6]1[#6][#6][#14][#8]1	[#6]1[#6][#6:1][#14:2][#8]1	[#6]1([#6][#6]([#14](#[#8])[#8]1)#[#8])
[#6]1[#6][#6][#14][#8]1	[#6]1[#6][#6][#14:1][#8:2]1	[#6]1([#6][#6][#14](#[#8])[#8]1#[#8])
[#16]1[#8][#6][#6][#7]1	[#16:2]1[#8][#6][#6][#7:1]1	[#6]1([#6][#7]([#16](#[#8])[#8]1)#[#8])
[#16]1[#8][#6][#6][#7]1	[#16:1]1[#8:2][#6][#6][#7]1	[#6]1([#6][#7][#16](#[#8])[#8]1#[#8])
[#16]1[#8][#6][#6][#7]1	[#16]1[#8][#6:1][#6:2][#7]1	[#6]1([#6]([#7][#16][#8]1)#[#8])#[#8]
[#16]1[#8][#6][#6][#7]1	[#16]1[#8][#6][#6:1][#7:2]1	[#6]1([#6]([#7]([#16][#8]1)#[#8])#[#8])
[#16]1[#8][#6][#6][#7]1	[#16]1[#8:1][#6:2][#6][#7]1	[#6]1([#6][#7][#16][#8]1#[#8])#[#8]
[#7]1[#7]=[#7][#7]=[#6]1	[#7]1[#7]=[#7][#7:1]=[#6:2]1	[#6]1(=[#7]([#7]=[#7][#7]1)#[#8])#[#8]
[#7]1[#7]=[#7][#7]=[#6]1	[#7]1[#7]=[#7:1][#7:2]=[#6]1	[#6]1(=[#7]([#7](=[#7][#7]1)#[#8])#[#8])
[#7]1[#7]=[#7][#7]=[#6]1	[#7]1[#7:1]=[#7:2][#7]=[#6]1	[#6]1(=[#7][#7](=[#7]([#7]1)#[#8])#[#8])
[#7]1[#7]=[#7][#7]=[#6]1	[#7:1]1[#7:2]=[#7][#7]=[#6]1	[#6]1(=[#7][#7]=[#7]([#7]1#[#8])#[#8])
[#7]1[#7]=[#7][#7]=[#6]1	[#7:2]1[#7]=[#7][#7]=[#6:1]1	[#6]1(=[#7][#7]=[#7][#7]1#[#8])#[#8]
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6:2]1=[#7][#6][#7][#7]=[#6:1]1	[#6]1([#6](=[#7][#6][#7][#7]=1)#[#8])#[#8]
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6]1=[#7][#6:1][#7:2][#7]=[#6]1	[#6]1([#6]=[#7][#6]([#7]([#7]=1)#[#8])#[#8])
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6:1]1=[#7:2][#6][#7][#7]=[#6]1	[#6]1([#6](=[#7]([#6][#7][#7]=1)#[#8])#[#8])
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6]1=[#7:1][#6:2][#7][#7]=[#6]1	[#6]1([#6]=[#7]([#6]([#7][#7]=1)#[#8])#[#8])
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6]1=[#7][#6][#7:1][#7:2]=[#6]1	[#6]1([#6]=[#7][#6][#7]([#7]=1#[#8])#[#8])
[#6]1=[#7][#6][#7][#7]=[#6]1	[#6]1=[#7][#6][#7][#7:1]=[#6:2]1	[#6]1([#6]=[#7][#6][#7][#7]=1#[#8])#[#8]
[#6]1[#7][#6][#7]=[#6]1	[#6]1[#7][#6][#7:1]=[#6:2]1	[#6]1([#6](=[#7]([#6][#7]1)#[#8])#[#8])
[#6]1[#7][#6][#7]=[#6]1	[#6]1[#7][#6:1][#7:2]=[#6]1	[#6]1([#6]=[#7]([#6]([#7]1)#[#8])#[#8])
[#6]1[#7][#6][#7]=[#6]1	[#6]1[#7:1][#6:2][#7]=[#6]1	[#6]1([#6]=[#7][#6]([#7]1#[#8])#[#8])
[#6]1[#7][#6][#7]=[#6]1	[#6:1]1[#7:2][#6][#7]=[#6]1	[#6]1([#6]=[#7][#6][#7]1#[#8])#[#8]
[#6]1[#7][#6][#7]=[#6]1	[#6:2]1[#7][#6][#7]=[#6:1]1	[#6]1([#6](=[#7][#6][#7]1)#[#8])#[#8]
[n]1[n][s][c][c]1	[n:1]1[n:2]scc1	[s]1([n]([n](#[#8])[c][c]1)#[#8])
[n]1[n][s][c][c]1	n1n[s:1][c:2]c1	[s]1([n][n][c][c]1#[#8])#[#8]
[n]1[n][s][c][c]1	n1ns[c:1][c:2]1	[s]1([n][n][c](#[#8])[c]1#[#8])
[n]1[n][s][c][c]1	n1[n:1][s:2]cc1	[s]1([n]([n][c][c]1)#[#8])#[#8]
[n]1[n][s][c][c]1	[n:2]1nsc[c:1]1	[s]1([n][n](#[#8])[c](#[#8])[c]1)
[#6]1[#6][#16][#6]=[#6][#7]1	[#6]1[#6:1][#16:2][#6]=[#6][#7]1	[#6]1(=[#6][#16]([#6]([#6][#7]1)#[#8])#[#8])
[#6]1[#6][#16][#6]=[#6][#7]1	[#6]1[#6][#16][#6]=[#6:1][#7:2]1	[#6]1(=[#6][#16][#6][#6][#7]1#[#8])#[#8]
[#6]1[#6][#16][#6]=[#6][#7]1	[#6]1[#6][#16][#6:1]=[#6:2][#7]1	[#6]1(=[#6]([#16][#6][#6][#7]1)#[#8])#[#8]
[#6]1[#6][#16][#6]=[#6][#7]1	[#6:1]1[#6:2][#16][#6]=[#6][#7]1	[#6]1(=[#6][#16][#6]([#6]([#7]1)#[#8])#[#8])
[#6]1[#6][#16][#6]=[#6][#7]1	[#6]1[#6][#16:1][#6:2]=[#6][#7]1	[#6]1(=[#6]([#16]([#6][#6][#7]1)#[#8])#[#8])
[#6]1[#6][#16][#6]=[#6][#7]1	[#6:2]1[#6][#16][#6]=[#6][#7:1]1	[#6]1(=[#6][#16][#6][#6]([#7]1#[#8])#[#8])
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6:2]1[#6]=[#7][#7]=[#6][#7&H1:1]1	[#6]1([#6]=[#7][#7]=[#6][#7;H1]1#[#8])#[#8]
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6]1[#6]=[#7][#7:1]=[#6:2][#7&H1]1	[#6]1([#6]=[#7][#7](=[#6]([#7;H1]1)#[#8])#[#8])
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6]1[#6]=[#7][#7]=[#6:1][#7&H1:2]1	[#6]1([#6]=[#7][#7]=[#6]([#7;H1]1#[#8])#[#8])
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6:1]1[#6:2]=[#7][#7]=[#6][#7&H1]1	[#6]1([#6](=[#7][#7]=[#6][#7;H1]1)#[#8])#[#8]
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6]1[#6]=[#7:1][#7:2]=[#6][#7&H1]1	[#6]1([#6]=[#7]([#7](=[#6][#7;H1]1)#[#8])#[#8])
[#6]1[#6]=[#7][#7]=[#6][#7;H1]1	[#6]1[#6:1]=[#7:2][#7]=[#6][#7&H1]1	[#6]1([#6](=[#7]([#7]=[#6][#7;H1]1)#[#8])#[#8])
[#7]1[#6][#6][#7][#15+]1	[#7]1[#6:1][#6:2][#7][#15&+]1	[#6]1([#6]([#7][#15;+1][#7]1)#[#8])#[#8]
[#7]1[#6][#6][#7][#15+]1	[#7]1[#6][#6][#7:1][#15&+:2]1	[#6]1([#6][#7]([#15;+1]([#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7][#15+]1	[#7]1[#6][#6:1][#7:2][#15&+]1	[#6]1([#6]([#7]([#15;+1][#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7][#15+]1	[#7:2]1[#6][#6][#7][#15&+:1]1	[#6]1([#6][#7]([#15;+1]([#7]1)#[#8])#[#8])
[#7]1[#6][#6][#7][#15+]1	[#7:1]1[#6:2][#6][#7][#15&+]1	[#6]1([#6]([#7]([#15;+1][#7]1)#[#8])#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6]1[#6][#6:1][#8:2][#16][#8]1	[#6]1([#6][#6](#[#8])[#8]([#16][#8]1)#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6]1[#6][#6][#8:1][#16:2][#8]1	[#6]1([#6][#6][#8]([#16](#[#8])[#8]1)#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6]1[#6][#6][#8][#16:1][#8:2]1	[#6]1([#6][#6][#8]([#16](#[#8])[#8]1)#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6:2]1[#6][#6][#8][#16][#8:1]1	[#6]1([#6][#6](#[#8])[#8]([#16][#8]1)#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6:1]1[#6:2][#6][#8][#16][#8]1	[#6]1([#6]([#6](#[#8])[#8][#16][#8]1)#[#8])
[#6]1[#6][#6][#8][#16][#8]1	[#6]1[#6:1][#6:2][#8][#16][#8]1	[#6]1([#6]([#6](#[#8])[#8][#16][#8]1)#[#8])
[#6]1=[#6][#50][#6]=[#6]1	[#6]1=[#6:1][#50:2][#6]=[#6]1	[#6]1(=[#6][#6]=[#6]([#50]1#[#8])#[#8])
[#6]1=[#6][#50][#6]=[#6]1	[#6:1]1=[#6:2][#50][#6]=[#6]1	[#6]1(=[#6]([#6]=[#6][#50]1)#[#8])#[#8]
[#6]1=[#6][#50][#6]=[#6]1	[#6:2]1=[#6][#50][#6]=[#6:1]1	[#6]1(=[#6]([#6](=[#6][#50]1)#[#8])#[#8])
[#6]1=[#6][#50][#6]=[#6]1	[#6]1=[#6][#50:1][#6:2]=[#6]1	[#6]1(=[#6][#6]=[#6]([#50]1#[#8])#[#8])
[#6]1=[#6][#50][#6]=[#6]1	[#6]1=[#6][#50][#6:1]=[#6:2]1	[#6]1(=[#6]([#6]=[#6][#50]1)#[#8])#[#8]
[c]1[c][n-][n][c]1	[c:2]1c[n&-]n[c:1]1	[n]1([n;-1][c][c](#[#8])[c]1#[#8])
[c]1[c][n-][n][c]1	[c:1]1[c:2][n&-]nc1	[n]1([n;-1][c](#[#8])[c](#[#8])[c]1)
[c]1[c][n-][n][c]1	c1[c:1][n&-:2]nc1	[n]1([n;-1](#[#8])[c](#[#8])[c][c]1)
[c]1[c][n-][n][c]1	c1c[n&-:1][n:2]c1	[n]1([n;-1](#[#8])[c][c][c]1)#[#8]
[c]1[c][n-][n][c]1	c1c[n&-][n:1][c:2]1	[n]1([n;-1][c][c][c]1#[#8])#[#8]
[c]1[c][n-][n][n]1	c1c[n&-][n:1][n:2]1	[n]1([n]([n;-1][c][c]1)#[#8])#[#8]
[c]1[c][n-][n][n]1	[c:2]1c[n&-]n[n:1]1	[n]1([n][n;-1][c][c]1#[#8])#[#8]
[c]1[c][n-][n][n]1	[c:1]1[c:2][n&-]nn1	[n]1([n][n;-1][c](#[#8])[c]1#[#8])
[c]1[c][n-][n][n]1	c1c[n&-:1][n:2]n1	[n]1([n]([n;-1](#[#8])[c][c]1)#[#8])
[c]1[c][n-][n][n]1	c1[c:1][n&-:2]nn1	[n]1([n][n;-1](#[#8])[c](#[#8])[c]1)
[#6]1[#6][#6][#6][#5]1	[#6:2]1[#6][#6][#6][#5:1]1	[#6]1([#6][#6][#6]([#5]1#[#8])#[#8])
[#6]1[#6][#6][#6][#5]1	[#6]1[#6][#6:1][#6:2][#5]1	[#6]1([#6]([#6][#6][#5]1)#[#8])#[#8]
[#6]1[#6][#6][#6][#5]1	[#6]1[#6][#6][#6:1][#5:2]1	[#6]1([#6][#6][#6]([#5]1#[#8])#[#8])
[#6]1[#6][#6][#6][#5]1	[#6:1]1[#6:2][#6][#6][#5]1	[#6]1([#6]([#6][#6][#5]1)#[#8])#[#8]
[#6]1[#6][#6][#6][#5]1	[#6]1[#6:1][#6:2][#6][#5]1	[#6]1([#6]([#6]([#6][#5]1)#[#8])#[#8])
[#6]1[#7][#5][#7][#6]1	[#6]1[#7][#5:1][#7:2][#6]1	[#6]1([#6][#7]([#5]([#7]1)#[#8])#[#8])
[#6]1[#7][#5][#7][#6]1	[#6:2]1[#7][#5][#7][#6:1]1	[#6]1([#6]([#7][#5][#7]1)#[#8])#[#8]
[#6]1[#7][#5][#7][#6]1	[#6]1[#7][#5][#7:1][#6:2]1	[#6]1([#6]([#7]([#5][#7]1)#[#8])#[#8])
[#6]1[#7][#5][#7][#6]1	[#6:1]1[#7:2][#5][#7][#6]1	[#6]1([#6]([#7]([#5][#7]1)#[#8])#[#8])
[#6]1[#7][#5][#7][#6]1	[#6]1[#7:1][#5:2][#7][#6]1	[#6]1([#6][#7]([#5]([#7]1)#[#8])#[#8])
[c]1[c][c][c][c][c-]1	[c:1]1[c:2]ccc[c&-]1	[#8]#[c]1([c](#[#8])[c][c][c][c;-1]1)
[c]1[c][c][c][c][c-]1	c1ccc[c:1][c&-:2]1	[#8]#[c]1([c][c][c][c][c;-1]1#[#8])
[c]1[c][c][c][c][c-]1	c1cc[c:1][c:2][c&-]1	[#8]#[c]1([c](#[#8])[c][c][c][c;-1]1)
[c]1[c][c][c][c][c-]1	c1[c:1][c:2]cc[c&-]1	[#8]#[c]1([c](#[#8])[c][c][c;-1][c]1)
[c]1[c][c][c][c][c-]1	[c:2]1cccc[c&-:1]1	[#8]#[c]1([c][c][c][c][c;-1]1#[#8])
[c]1[c][c][c][c][c-]1	c1c[c:1][c:2]c[c&-]1	[#8]#[c]1([c](#[#8])[c][c][c;-1][c]1)
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6:2]1=[#6][#6]=[#6][#15&-][#6:1]1	[#6]1(=[#6][#6]=[#6]([#6]([#15;-1]1)#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6:1]1=[#6:2][#6]=[#6][#15&-][#6]1	[#6]1(=[#6][#6](=[#6]([#6][#15;-1]1)#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6]1=[#6][#6]=[#6:1][#15&-:2][#6]1	[#6]1(=[#6][#6]=[#6][#6][#15;-1]1#[#8])#[#8]
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6]1=[#6][#6:1]=[#6:2][#15&-][#6]1	[#6]1(=[#6]([#6]=[#6][#6][#15;-1]1)#[#8])#[#8]
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6]1=[#6][#6]=[#6][#15&-:1][#6:2]1	[#6]1(=[#6][#6]=[#6][#6]([#15;-1]1#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#15-][#6]1	[#6]1=[#6:1][#6:2]=[#6][#15&-][#6]1	[#6]1(=[#6]([#6](=[#6][#6][#15;-1]1)#[#8])#[#8])
[#7+]1[#6][#6][#7][#6][#6]1	[#7&+]1[#6][#6][#7:1][#6:2][#6]1	[#6]1([#6]([#7]([#6][#6][#7;+1]1)#[#8])#[#8])
